store_code,division_code,n_weeks,avg_units,avg_revenue,std_units,total_units,total_revenue,pct_zero,max_units,cv,asp,demand_class,adi,cv2,tier
CP17,SP,92,3.0652173913043477,22815.42836956522,1.9712457589888643,282.0,2099019.41,1.0869565217391304,9.0,0.6431014532871473,7443.331241134752,Smooth,1.010989010989011,0.4135794792200409,Tier 2
CP17,TO,62,7.612903225806452,3161.3112903225806,7.540828407572238,472.0,196001.3,0.0,32.0,0.9905325450624549,415.2569915254237,Erratic,1.0,0.9811547228279043,Tier 2
CP18,PC,2,13.0,399.37,8.48528137423857,26.0,798.74,0.0,19.0,0.6527139518645053,30.720769230769232,Smooth,1.0,0.4260355029585798,Tier 2
CP202,BQ,27,1.4814814814814814,564.9499999999999,0.7529618628798984,40.0,15253.65,3.7037037037037033,3.0,0.5082492574439315,381.34125,Smooth,1.0384615384615385,0.2583173076923077,Tier 2
CP202,CH,27,1.3703703703703705,3780.951111111111,0.6877023141843228,37.0,102085.68,0.0,4.0,0.5018368238642356,2759.0724324324324,Smooth,1.0,0.2518401977861438,Tier 2
CP202,FI,12,2.8333333333333335,620.3183333333333,2.2896340848319503,34.0,7443.82,0.0,8.0,0.8081061475877471,218.93588235294118,Erratic,1.0,0.6530355457691097,Tier 2
CP202,GA,86,5.976744186046512,16807.931395348838,5.273634184341944,514.0,1445482.1,2.3255813953488373,27.0,0.8823590269521541,2812.221984435798,Erratic,1.0238095238095237,0.7785574524439521,Tier 2
CP202,HT,2,2.0,6884.015,0.0,4.0,13768.03,0.0,2.0,0.0,3442.0075,Smooth,1.0,0.0,Tier 2
CP202,LO,108,21.787037037037038,335.33916666666664,25.468342425551715,2353.0,36216.63,0.0,117.0,1.168967693140495,15.39168295792605,Erratic,1.0,1.3664854676062106,Tier 1
CP202,ME,108,47.879629629629626,15108.963333333333,50.60230085873559,5171.0,1631768.04,0.9259259259259258,189.0,1.0568649183414125,315.56140785147943,Erratic,1.0093457943925233,1.1169634556208006,Tier 1
