No. Article,Division,Catégorie,Groupe de produit,Répliqué-Franchisé
153959,AS,ASC,SPT,1.0
153960,AS,ASC,SPT,1.0
153961,AS,ASC,SPT,1.0
153962,AS,ASC,SPT,1.0
153963,AS,ASC,SPT,1.0
153964,AS,ASC,SPT,1.0
153965,AS,ASC,SPT,1.0
153966,AS,ASC,SPT,1.0
153967,AS,ASC,SPT,1.0
153968,AS,ASC,SPT,1.0
160001,AS,ASC,SPT,1.0
160003,AS,ASC,SPT,1.0
160006,AS,ASC,SPT,1.0
160007,AS,ASC,SPT,1.0
160009,AS,ASC,SPT,1.0
160413,AS,ASC,SPT,1.0
160414,AS,ASC,SPT,1.0
160417,AS,ASC,SPT,1.0
160418,AS,ASC,SPT,1.0
160425,AS,ASC,SPT,1.0
160426,AS,ASC,SPT,1.0
160427,AS,ASC,SPT,1.0
160431,AS,ASC,SPT,1.0
160432,AS,ASC,SPT,1.0
160433,AS,ASC,SPT,1.0
173146,AS,ASC,SPT,1.0
173368,AS,ASC,SPT,1.0
176369,AS,ASC,SPT,1.0
176370,AS,ASC,SPT,1.0
147594,AS,ASC,SCS,1.0
153044,AS,ASC,SCS,1.0
153846,AS,ASC,SCS,1.0
153892,AS,ASC,SCS,1.0
153893,AS,ASC,SCS,1.0
153894,AS,ASC,SCS,1.0
153895,AS,ASC,SCS,1.0
153896,AS,ASC,SCS,1.0
153897,AS,ASC,SCS,1.0
153898,AS,ASC,SCS,1.0
153899,AS,ASC,SCS,1.0
167728,AS,ASC,SCS,1.0
167786,AS,ASC,SCS,1.0
167788,AS,ASC,SCS,1.0
168049,AS,ASC,SCS,1.0
169162,AS,ASC,SCS,1.0
171618,AS,ASC,SCS,1.0
171976,AS,ASC,SCS,1.0
171980,AS,ASC,SCS,1.0
172043,AS,ASC,SCS,1.0
172984,AS,ASC,SCS,1.0
173044,AS,ASC,SCS,1.0
173370,AS,ASC,SCS,1.0
173825,AS,ASC,SCS,1.0
174964,AS,ASC,SCS,1.0
174986,AS,ASC,SCS,1.0
175084,AS,ASC,SCS,1.0
175445,AS,ASC,SCS,1.0
175470,AS,ASC,SCS,1.0
175597,AS,ASC,SCS,1.0
175663,AS,ASC,SCS,1.0
175699,AS,ASC,SCS,1.0
175754,AS,ASC,SCS,1.0
175771,AS,ASC,SCS,1.0
175816,AS,ASC,SCS,1.0
175818,AS,ASC,SCS,1.0
176113,AS,ASC,SCS,1.0
176217,AS,ASC,SCS,1.0
176324,AS,ASC,SCS,1.0
176406,AS,ASC,SCS,1.0
176506,AS,ASC,SCS,1.0
176573,AS,ASC,SCS,1.0
176845,AS,ASC,SCS,1.0
176869,AS,ASC,SCS,1.0
176900,AS,ASC,SCS,1.0
177193,AS,ASC,SCS,1.0
177544,AS,ASC,SCS,1.0
177549,AS,ASC,SCS,1.0
177693,AS,ASC,SCS,1.0
177694,AS,ASC,SCS,1.0
177841,AS,ASC,SCS,1.0
177865,AS,ASC,SCS,1.0
178560,AS,ASC,SCS,1.0
178587,AS,ASC,SCS,1.0
178594,AS,ASC,SCS,1.0
178795,AS,ASC,SCS,1.0
178797,AS,ASC,SCS,1.0
178799,AS,ASC,SCS,1.0
178806,AS,ASC,SCS,1.0
179100,AS,ASC,SCS,1.0
179222,AS,ASC,SCS,1.0
179285,AS,ASC,SCS,1.0
179286,AS,ASC,SCS,1.0
179287,AS,ASC,SCS,1.0
179405,AS,ASC,SCS,1.0
179482,AS,ASC,SCS,1.0
179506,AS,ASC,SCS,1.0
179514,AS,ASC,SCS,1.0
179515,AS,ASC,SCS,1.0
179532,AS,ASC,SCS,1.0
179696,AS,ASC,SCS,1.0
179697,AS,ASC,SCS,1.0
179698,AS,ASC,SCS,1.0
179722,AS,ASC,SCS,1.0
179763,AS,ASC,SCS,1.0
179771,AS,ASC,SCS,1.0
179814,AS,ASC,SCS,1.0
179815,AS,ASC,SCS,1.0
179816,AS,ASC,SCS,1.0
179841,AS,ASC,SCS,1.0
179874,AS,ASC,SCS,1.0
179875,AS,ASC,SCS,1.0
179881,AS,ASC,SCS,1.0
179886,AS,ASC,SCS,1.0
179899,AS,ASC,SCS,1.0
179900,AS,ASC,SCS,1.0
179978,AS,ASC,SCS,1.0
179981,AS,ASC,SCS,1.0
179986,AS,ASC,SCS,1.0
179989,AS,ASC,SCS,1.0
180039,AS,ASC,SCS,1.0
180047,AS,ASC,SCS,1.0
180138,AS,ASC,SCS,1.0
180139,AS,ASC,SCS,1.0
180154,AS,ASC,SCS,1.0
180204,AS,ASC,SCS,1.0
180231,AS,ASC,SCS,1.0
180267,AS,ASC,SCS,1.0
180343,AS,ASC,SCS,1.0
180387,AS,ASC,SCS,1.0
180388,AS,ASC,SCS,1.0
180389,AS,ASC,SCS,1.0
180390,AS,ASC,SCS,1.0
180391,AS,ASC,SCS,1.0
180517,AS,ASC,SCS,1.0
180529,AS,ASC,SCS,1.0
181032,AS,ASC,SCS,1.0
181048,AS,ASC,SCS,1.0
181049,AS,ASC,SCS,1.0
181071,AS,ASC,SCS,1.0
181072,AS,ASC,SCS,1.0
181082,AS,ASC,SCS,1.0
181115,AS,ASC,SCS,1.0
181399,AS,ASC,SCS,1.0
181402,AS,ASC,SCS,1.0
181417,AS,ASC,SCS,1.0
181418,AS,ASC,SCS,1.0
181423,AS,ASC,SCS,1.0
181448,AS,ASC,SCS,1.0
181474,AS,ASC,SCS,1.0
181680,AS,ASC,SCS,1.0
181701,AS,ASC,SCS,1.0
181702,AS,ASC,SCS,1.0
181811,AS,ASC,SCS,1.0
182236,AS,ASC,SCS,1.0
182336,AS,ASC,SCS,1.0
182338,AS,ASC,SCS,1.0
182425,AS,ASC,SCS,1.0
182428,AS,ASC,SCS,1.0
182436,AS,ASC,SCS,1.0
182440,AS,ASC,SCS,1.0
182451,AS,ASC,SCS,1.0
182635,AS,ASC,SCS,1.0
182668,AS,ASC,SCS,1.0
182678,AS,ASC,SCS,1.0
182824,AS,ASC,SCS,1.0
182904,AS,ASC,SCS,1.0
182905,AS,ASC,SCS,1.0
182968,AS,ASC,SCS,1.0
182969,AS,ASC,SCS,1.0
182970,AS,ASC,SCS,1.0
182982,AS,ASC,SCS,1.0
182983,AS,ASC,SCS,1.0
182984,AS,ASC,SCS,1.0
182996,AS,ASC,SCS,1.0
183012,AS,ASC,SCS,1.0
183017,AS,ASC,SCS,1.0
183019,AS,ASC,SCS,1.0
183040,AS,ASC,SCS,1.0
183045,AS,ASC,SCS,1.0
183060,AS,ASC,SCS,1.0
183061,AS,ASC,SCS,1.0
183068,AS,ASC,SCS,1.0
183069,AS,ASC,SCS,1.0
183072,AS,ASC,SCS,1.0
183073,AS,ASC,SCS,1.0
183074,AS,ASC,SCS,1.0
183088,AS,ASC,SCS,1.0
183115,AS,ASC,SCS,1.0
183116,AS,ASC,SCS,1.0
183124,AS,ASC,SCS,1.0
183145,AS,ASC,SCS,1.0
183155,AS,ASC,SCS,1.0
183156,AS,ASC,SCS,1.0
183230,AS,ASC,SCS,1.0
183231,AS,ASC,SCS,1.0
183232,AS,ASC,SCS,1.0
183233,AS,ASC,SCS,1.0
183244,AS,ASC,SCS,1.0
183249,AS,ASC,SCS,1.0
183277,AS,ASC,SCS,1.0
183281,AS,ASC,SCS,1.0
183339,AS,ASC,SCS,1.0
183391,AS,ASC,SCS,1.0
183392,AS,ASC,SCS,1.0
183393,AS,ASC,SCS,1.0
183403,AS,ASC,SCS,1.0
183447,AS,ASC,SCS,1.0
183448,AS,ASC,SCS,1.0
183469,AS,ASC,SCS,1.0
183473,AS,ASC,SCS,1.0
183474,AS,ASC,SCS,1.0
183535,AS,ASC,SCS,1.0
183550,AS,ASC,SCS,1.0
183638,AS,ASC,SCS,1.0
183639,AS,ASC,SCS,1.0
183640,AS,ASC,SCS,1.0
183652,AS,ASC,SCS,1.0
183761,AS,ASC,SCS,1.0
183808,AS,ASC,SCS,1.0
183815,AS,ASC,SCS,1.0
139546,GA,GRC,GRC,1.0
139547,GA,GRC,GRC,1.0
139548,GA,GRC,GRC,1.0
140558,GA,GAA,GAA,1.0
141584,GA,GRM,GRM,1.0
141587,GA,GRS,GRS,1.0
141592,GA,GRS,GRS,1.0
141857,GA,GRS,GRS,1.0
141861,GA,GRS,GRS,1.0
142149,GA,GAA,GAA,1.0
144284,GA,GRS,GRS,1.0
144292,GA,GAP,GAP,1.0
144682,GA,GRM,GRM,1.0
144683,GA,GRM,GRM,1.0
146367,GA,GAA,GAA,1.0
146368,GA,GAA,GAA,1.0
146369,GA,GAA,GAA,1.0
146370,GA,GAA,GAA,1.0
146371,GA,GAA,GAA,1.0
146372,GA,GAA,GAA,1.0
146373,GA,GAA,GAA,1.0
146374,GA,GAA,GAA,1.0
146375,GA,GAA,GAA,1.0
146377,GA,GAA,GAA,1.0
146378,GA,GAA,GAA,1.0
146379,GA,GAA,GAA,1.0
146380,GA,GAA,GAA,1.0
146381,GA,GRM,GRM,1.0
146382,GA,GRM,GRM,1.0
146383,GA,GRM,GRM,1.0
146386,GA,GRS,GRS,1.0
146387,GA,GRS,GRS,1.0
146388,GA,GRS,GRS,1.0
146389,GA,GRS,GRS,1.0
146834,GA,GRM,GRM,1.0
146835,GA,GRM,GRM,1.0
146836,GA,GRM,GRM,1.0
146850,GA,GRC,GRC,1.0
146851,GA,GRC,GRC,1.0
146852,GA,GRC,GRC,1.0
148466,GA,GRS,GRS,1.0
148467,GA,GRS,GRS,1.0
148468,GA,GRS,GRS,1.0
148469,GA,GRS,GRS,1.0
148470,GA,GRS,GRS,1.0
148471,GA,GRS,GRS,1.0
148472,GA,GRS,GRS,1.0
148473,GA,GRS,GRS,1.0
148474,GA,GRS,GRS,1.0
148475,GA,GRS,GRS,1.0
148806,GA,GRS,GRS,1.0
148807,GA,GRS,GRS,1.0
148808,GA,GRS,GRS,1.0
148809,GA,GRS,GRS,1.0
151322,GA,GRS,GRS,1.0
151323,GA,GRS,GRS,1.0
151466,GA,GRM,GRM,1.0
154313,GA,GRS,GRS,1.0
154314,GA,GRC,GRC,1.0
171877,GA,GRS,GRS,1.0
171965,GA,GRS,GRS,1.0
179610,GA,GRC,GRC,1.0
179611,GA,GRC,GRC,1.0
179612,GA,GRC,GRC,1.0
179613,GA,GRC,GRC,1.0
179614,GA,GRS,GRS,1.0
179615,GA,GAP,GAP,1.0
183272,GA,GRS,GRS,1.0
183574,GA,GRS,GRS,1.0
183575,GA,GRS,GRS,1.0
183576,GA,GRS,GRS,1.0
183577,GA,GRS,GRS,1.0
183578,GA,GRS,GRS,1.0
165234,GA,AU,NON,1.0
165235,GA,AU,NON,1.0
165236,GA,AU,NON,1.0
165237,GA,AU,NON,1.0
165238,GA,AU,NON,1.0
165239,GA,AU,NON,1.0
165240,GA,AU,NON,1.0
165241,GA,AU,NON,1.0
165242,GA,AU,NON,1.0
165243,GA,AU,NON,1.0
165244,GA,AU,NON,1.0
165245,GA,AU,NON,1.0
165246,GA,AU,NON,1.0
165247,GA,AU,NON,1.0
165248,GA,AU,NON,1.0
165249,GA,AU,NON,1.0
165250,GA,AU,NON,1.0
165251,GA,AU,NON,1.0
165252,GA,AU,NON,1.0
165253,GA,AU,NON,1.0
165254,GA,AU,NON,1.0
165255,GA,AU,NON,1.0
165256,GA,AU,NON,1.0
165257,GA,AU,NON,1.0
165258,GA,AU,NON,1.0
165259,GA,AU,NON,1.0
165260,GA,AU,NON,1.0
165261,GA,AU,NON,1.0
165262,GA,AU,NON,1.0
165263,GA,AU,NON,1.0
165264,GA,AU,NON,1.0
165265,GA,AU,NON,1.0
165266,GA,AU,NON,1.0
165267,GA,AU,NON,1.0
165268,GA,AU,NON,1.0
165269,GA,AU,NON,1.0
165270,GA,AU,NON,1.0
165271,GA,AU,NON,1.0
165272,GA,AU,NON,1.0
165273,GA,AU,NON,1.0
165274,GA,AU,NON,1.0
165275,GA,AU,NON,1.0
165276,GA,AU,NON,1.0
165277,GA,AU,NON,1.0
165278,GA,AU,NON,1.0
165279,GA,AU,NON,1.0
165280,GA,AU,NON,1.0
165281,GA,AU,NON,1.0
165282,GA,AU,NON,1.0
165283,GA,AU,NON,1.0
165284,GA,AU,NON,1.0
165285,GA,AU,NON,1.0
165286,GA,AU,NON,1.0
165287,GA,AU,NON,1.0
165288,GA,AU,NON,1.0
165289,GA,AU,NON,1.0
165290,GA,AU,NON,1.0
165291,GA,AU,NON,1.0
165292,GA,AU,NON,1.0
165293,GA,AU,NON,1.0
173066,GA,AU,MOT,1.0
173067,GA,AU,MOT,1.0
173068,GA,AU,MOT,1.0
173069,GA,AU,MOT,1.0
173070,GA,AU,MOT,1.0
173071,GA,AU,MOT,1.0
173072,GA,AU,MOT,1.0
173074,GA,AU,MOT,1.0
173075,GA,AU,MOT,1.0
173076,GA,AU,MOT,1.0
142412,GA,GRB,GRB,1.0
142413,GA,GRB,GRB,1.0
142415,GA,GRB,GRB,1.0
143890,GA,GAP,GAP,1.0
143891,GA,GAP,GAP,1.0
145397,GA,GRB,GRB,1.0
145398,GA,GRB,GRB,1.0
146321,GA,GAP,GAP,1.0
147482,GA,GRB,GRB,1.0
147484,GA,GRB,GRB,1.0
147489,GA,GRB,GRB,1.0
148762,GA,GRB,GRB,1.0
149001,GA,GAP,GAP,1.0
149589,GA,GRB,GRB,1.0
150030,GA,GRB,GRB,1.0
151302,GA,GRB,GRB,1.0
151902,GA,GRB,GRB,1.0
151903,GA,GRB,GRB,1.0
151907,GA,GRB,GRB,1.0
151909,GA,GRB,GRB,1.0
151911,GA,GRB,GRB,1.0
151912,GA,GRB,GRB,1.0
151913,GA,GRB,GRB,1.0
151930,GA,GRB,GRB,1.0
152541,GA,GRB,GRB,1.0
152542,GA,GRB,GRB,1.0
152543,GA,GAP,GAP,1.0
152544,GA,GAP,GAP,1.0
152632,GA,GRB,GRB,1.0
154058,GA,GRB,GRB,1.0
155076,GA,GRB,GRB,1.0
155077,GA,GRB,GRB,1.0
155078,GA,GRB,GRB,1.0
155079,GA,GRB,GRB,1.0
155080,GA,GRB,GRB,1.0
155081,GA,GRB,GRB,1.0
155082,GA,GRB,GRB,1.0
155083,GA,GRB,GRB,1.0
155092,GA,GRB,GRB,1.0
155093,GA,GRB,GRB,1.0
155095,GA,GRB,GRB,1.0
155096,GA,GRB,GRB,1.0
155109,GA,GRB,GRB,1.0
155110,GA,GRB,GRB,1.0
157109,GA,GAP,GAP,1.0
157110,GA,GAP,GAP,1.0
167800,GA,GAP,GAP,1.0
167801,GA,GAP,GAP,1.0
171650,GA,GRB,GRB,1.0
177214,GA,GRB,GRB,1.0
177714,GA,GRB,GRB,1.0
177715,GA,GRB,GRB,1.0
177723,GA,GRB,GRB,1.0
177724,GA,GRB,GRB,1.0
177725,GA,GRB,GRB,1.0
177726,GA,GRB,GRB,1.0
177727,GA,GRB,GRB,1.0
177728,GA,GRB,GRB,1.0
177729,GA,GRB,GRB,1.0
177730,GA,GRB,GRB,1.0
177731,GA,GRB,GRB,1.0
177732,GA,GRB,GRB,1.0
181495,GA,GRB,GRB,1.0
181496,GA,GRB,GRB,1.0
181497,GA,GRB,GRB,1.0
181498,GA,GRB,GRB,1.0
181499,GA,GRB,GRB,1.0
181500,GA,GRB,GRB,1.0
146666,GA,GRS,GRS,1.0
146668,GA,GRS,GRS,1.0
146669,GA,GRS,GRS,1.0
146670,GA,GRS,GRS,1.0
146671,GA,GRS,GRS,1.0
149199,GA,GRS,GRS,1.0
149200,GA,GRS,GRS,1.0
149201,GA,GRS,GRS,1.0
150043,GA,GRS,GRS,1.0
150044,GA,GRS,GRS,1.0
151478,GA,GRS,GRS,1.0
151480,GA,GRS,GRS,1.0
151482,GA,GRS,GRS,1.0
151484,GA,GRS,GRS,1.0
151486,GA,GRS,GRS,1.0
151741,GA,GRS,GRS,1.0
151880,GA,GRS,GRS,1.0
151881,GA,GRS,GRS,1.0
151882,GA,GRS,GRS,1.0
151883,GA,GRS,GRS,1.0
151884,GA,GRS,GRS,1.0
151885,GA,GRS,GRS,1.0
151887,GA,GRS,GRS,1.0
151888,GA,GRS,GRS,1.0
151889,GA,GRS,GRS,1.0
151890,GA,GRS,GRS,1.0
151891,GA,GRS,GRS,1.0
152218,GA,GRS,GRS,1.0
152219,GA,GRS,GRS,1.0
153739,GA,GAP,GAP,1.0
154295,GA,GRS,GRS,1.0
154297,GA,GRS,GRS,1.0
154360,GA,GRS,GRS,1.0
167039,GA,GRS,GRS,1.0
167040,GA,GRS,GRS,1.0
167041,GA,GRS,GRS,1.0
167042,GA,GRS,GRS,1.0
167812,GA,GRS,GRS,1.0
167813,GA,GRS,GRS,1.0
167814,GA,GRS,GRS,1.0
167815,GA,GRS,GRS,1.0
167816,GA,GRS,GRS,1.0
168021,GA,GAP,GAP,1.0
171810,GA,GRS,GRS,1.0
171971,GA,GAA,GAA,1.0
171993,GA,GRS,GRS,1.0
172574,GA,GRS,GRS,1.0
173411,GA,AU,NON,1.0
174894,GA,GAP,GAP,1.0
175260,GA,GAP,GAP,1.0
175724,GA,GAP,GAP,1.0
175768,GA,GAP,GAP,1.0
175772,GA,GAP,GAP,1.0
175773,GA,GAP,GAP,1.0
176902,GA,GAA,GAA,1.0
176999,GA,GAA,GAA,1.0
177001,GA,GRS,GRS,1.0
177002,GA,GRS,GRS,1.0
177006,GA,GRS,GRS,1.0
177071,GA,GAP,GAP,1.0
177075,GA,GAP,GAP,1.0
177251,GA,GAP,GAP,1.0
177253,GA,GAP,GAP,1.0
177254,GA,GAP,GAP,1.0
177255,GA,GAP,GAP,1.0
177256,GA,GAP,GAP,1.0
177260,GA,GAP,GAP,1.0
177261,GA,GAP,GAP,1.0
177262,GA,GAP,GAP,1.0
177263,GA,GAP,GAP,1.0
177264,GA,GAP,GAP,1.0
177348,GA,GRS,GRS,1.0
177349,GA,GRS,GRS,1.0
177350,GA,GRS,GRS,1.0
177399,GA,GAA,GAA,1.0
177402,GA,GAA,GAA,1.0
177403,GA,GAA,GAA,1.0
177404,GA,GAA,GAA,1.0
181388,GA,GAP,GAP,1.0
182913,GA,GAP,GAP,1.0
182914,GA,GAP,GAP,1.0
182915,GA,GAP,GAP,1.0
183579,GA,GAP,GAP,1.0
183580,GA,GAP,GAP,1.0
183581,GA,GAP,GAP,1.0
183582,GA,GAP,GAP,1.0
183583,GA,GAP,GAP,1.0
183584,GA,GAP,GAP,1.0
183585,GA,GAP,GAP,1.0
183586,GA,GAP,GAP,1.0
183587,GA,GAP,GAP,1.0
183588,GA,GAP,GAP,1.0
140819,GA,GA,GA1,1.0
150237,GA,GA,GA3,1.0
150276,GA,GA,GA3,1.0
151904,GA,GA,GA4,1.0
151905,GA,GA,GA4,1.0
151906,GA,GA,GA4,1.0
151908,GA,GA,GA4,1.0
151910,GA,GA,MGB,1.0
153121,GA,GA,GA4,1.0
153122,GA,GA,GA4,1.0
153123,GA,GA,GA4,1.0
153124,GA,GA,GA4,1.0
153125,GA,GA,GA4,1.0
153140,GA,GA,GA4,1.0
153141,GA,GA,GA4,1.0
154601,GA,GA,GA4,1.0
154603,GA,GA,GA4,1.0
154671,GA,GA,GA3,1.0
154672,GA,GA,GA3,1.0
154673,GA,GA,GA3,1.0
154674,GA,GA,GA3,1.0
154675,GA,GA,GA3,1.0
154679,GA,GA,GA3,1.0
154680,GA,GA,GA3,1.0
160836,GA,GA,GA3,1.0
164909,GA,GA,GA6,1.0
171762,GA,GA,GA3,1.0
172006,GA,GA,GA6,1.0
172010,GA,GA,GA6,1.0
172011,GA,GA,GA6,1.0
172012,GA,GA,GA6,1.0
172013,GA,GA,GA6,1.0
172014,GA,GA,GA4,1.0
172015,GA,GA,GA4,1.0
172016,GA,GA,GA4,1.0
172017,GA,GA,GA4,1.0
172018,GA,GA,GA4,1.0
172019,GA,GA,MGB,1.0
172041,GA,GA,GA3,1.0
173588,GA,GA,GA1,1.0
175262,GA,GA,GA3,1.0
177004,GA,GA,GA3,1.0
177005,GA,GA,GA4,1.0
177194,GA,GA,GA3,1.0
177258,GA,GA,GA3,1.0
177265,GA,GA,MGB,1.0
177266,GA,GA,MGB,1.0
177268,GA,GA,MGB,1.0
177269,GA,GA,MGB,1.0
177582,GA,GA,GA4,1.0
177583,GA,GA,GA4,1.0
177584,GA,GA,GA4,1.0
177794,GA,GA,GA3,1.0
177795,GA,GA,GA3,1.0
177796,GA,GA,GA3,1.0
177797,GA,GA,GA3,1.0
177818,GA,GA,GA3,1.0
177819,GA,GA,GA3,1.0
177820,GA,GA,GA3,1.0
177821,GA,GA,GA3,1.0
177822,GA,GA,GA3,1.0
177823,GA,GA,GA3,1.0
177850,GA,GA,GA1,1.0
177851,GA,GA,GA1,1.0
177852,GA,GA,GA1,1.0
177853,GA,GA,GA1,1.0
177854,GA,GA,GA1,1.0
177855,GA,GA,GA1,1.0
178555,GA,GA,GA3,1.0
178556,GA,GA,GA3,1.0
178557,GA,GA,GA3,1.0
178971,GA,GA,GA1,1.0
179731,GA,GA,GA4,1.0
181924,GA,GA,MGB,1.0
181925,GA,GA,GA3,1.0
182918,GA,GA,MGB,1.0
183731,GA,GA,MGB,1.0
183732,GA,GA,MGB,1.0
183733,GA,GA,MGB,1.0
183734,GA,GA,MGB,1.0
183735,GA,GA,MGB,1.0
183737,GA,GA,MGB,1.0
183738,GA,GA,MGB,1.0
183739,GA,GA,MGB,1.0
183740,GA,GA,MGB,1.0
183742,GA,GA,MGB,1.0
183743,GA,GA,MGB,1.0
183744,GA,GA,MGB,1.0
183745,GA,GA,MGB,1.0
183746,GA,GA,MGB,1.0
144826,GA,GA,GA2,1.0
144829,GA,GA,GA2,1.0
144830,GA,GA,GA2,1.0
144831,GA,GA,GA2,1.0
144832,GA,GA,GA2,1.0
146739,GA,GA,GA2,1.0
150423,GA,GA,GA2,1.0
150424,GA,GA,GA2,1.0
151488,GA,GA,GA2,1.0
151490,GA,GA,GA2,1.0
151492,GA,GA,GA2,1.0
151494,GA,GA,GA2,1.0
151496,GA,GA,GA2,1.0
151897,GA,GA,GA2,1.0
151898,GA,GA,GA2,1.0
151899,GA,GA,GA2,1.0
151900,GA,GA,GA2,1.0
152091,GA,GA,GA2,1.0
152092,GA,GA,GA2,1.0
152093,GA,GA,GA2,1.0
152094,GA,GA,GA2,1.0
152095,GA,GA,GA2,1.0
152096,GA,GA,GA2,1.0
152097,GA,GA,GA2,1.0
152098,GA,GA,GA2,1.0
152099,GA,GA,GA2,1.0
152100,GA,GA,GA2,1.0
152101,GA,GA,GA2,1.0
152102,GA,GA,GA2,1.0
152520,GA,GA,GA2,1.0
152521,GA,GA,GA2,1.0
154298,GA,GA,GA2,1.0
154299,GA,GA,GA2,1.0
160835,GA,GA,GA2,1.0
171994,GA,GA,GA2,1.0
171995,GA,GA,GA2,1.0
171996,GA,GA,GA2,1.0
171998,GA,GA,GA2,1.0
172000,GA,GA,GA2,1.0
172001,GA,GA,GA2,1.0
172002,GA,GA,GA2,1.0
172003,GA,GA,GA2,1.0
172004,GA,GA,GA2,1.0
172005,GA,GA,GA2,1.0
172514,GA,GA,GA2,1.0
175261,GA,GA,GA2,1.0
175774,GA,GA,GA2,1.0
175775,GA,GA,GA2,1.0
175776,GA,GA,GA2,1.0
175777,GA,GA,GA2,1.0
177003,GA,GA,GA2,1.0
177072,GA,GA,GA2,1.0
177073,GA,GA,GA2,1.0
177076,GA,GA,GA2,1.0
177247,GA,GA,GA2,1.0
177259,GA,GA,GA2,1.0
177578,GA,GA,GA2,1.0
177580,GA,GA,GA2,1.0
177581,GA,GA,GA2,1.0
177798,GA,GA,GA2,1.0
177799,GA,GA,GA2,1.0
177800,GA,GA,GA2,1.0
177801,GA,GA,GA2,1.0
177812,GA,GA,GA2,1.0
177813,GA,GA,GA2,1.0
177814,GA,GA,GA2,1.0
177815,GA,GA,GA2,1.0
177816,GA,GA,GA2,1.0
177817,GA,GA,GA2,1.0
181926,GA,GA,GA2,1.0
182916,GA,GA,GA2,1.0
182917,GA,GA,GA2,1.0
182919,GA,GA,GA2,1.0
182920,GA,GA,GA2,1.0
182921,GA,GA,GA2,1.0
182922,GA,GA,GA2,1.0
182923,GA,GA,GA2,1.0
182924,GA,GA,GA2,1.0
183589,GA,GA,GA2,1.0
183590,GA,GA,GA2,1.0
183591,GA,GA,GA2,1.0
183592,GA,GA,GA2,1.0
183593,GA,GA,GA2,1.0
183594,GA,GA,GA2,1.0
183595,GA,GA,GA2,1.0
183596,GA,GA,GA2,1.0
183597,GA,GA,GA2,1.0
183598,GA,GA,GA2,1.0
183599,GA,GA,GA2,1.0
183600,GA,GA,GA2,1.0
183601,GA,GA,GA2,1.0
183602,GA,GA,GA2,1.0
183603,GA,GA,GA2,1.0
183604,GA,GA,GA2,1.0
183605,GA,GA,GA2,1.0
183606,GA,GA,GA2,1.0
183607,GA,GA,GA2,1.0
183608,GA,GA,GA2,1.0
183609,GA,GA,GA2,1.0
183610,GA,GA,GA2,1.0
138473,GA,GA,GA2,1.0
140771,GA,GA,GPF,1.0
141745,GA,GA,GA3,1.0
142470,GA,GA,GA8,1.0
142476,GA,GA,GA7,1.0
142550,GA,GA,GA8,1.0
142559,GA,GA,GA3,1.0
142609,GA,GA,GPF,1.0
145804,GA,GA,MGB,1.0
146322,GA,GA,MGB,1.0
146784,GA,GA,MGB,1.0
146818,GA,GA,GA7,1.0
146828,GA,GA,GA2,1.0
146829,GA,GA,GA2,1.0
147483,GA,GA,GA7,1.0
147486,GA,GA,GPF,1.0
147490,GA,GA,GA7,1.0
147491,GA,GA,GA7,1.0
147492,GA,GA,GA7,1.0
147493,GA,GA,GA7,1.0
149071,GA,GA,GA7,1.0
149072,GA,GA,GA7,1.0
149132,GA,GA,GA2,1.0
149146,GA,GA,MGB,1.0
149367,GA,GA,GA7,1.0
150029,GA,GA,GPF,1.0
150031,GA,GA,GA2,1.0
150032,GA,GA,GA5,1.0
151572,GA,GA,GA2,1.0
151734,GA,GA,GA2,1.0
152545,GA,GA,GA7,1.0
152546,GA,GA,GA7,1.0
152558,GA,GA,GA7,1.0
152559,GA,GA,GA7,1.0
152560,GA,GA,GA7,1.0
152561,GA,GA,GA7,1.0
152562,GA,GA,GA7,1.0
153108,GA,GA,GA2,1.0
153109,GA,GA,GA5,1.0
153110,GA,GA,GA5,1.0
153111,GA,GA,GA2,1.0
153112,GA,GA,GA5,1.0
153113,GA,GA,GA5,1.0
153114,GA,GA,GA2,1.0
153115,GA,GA,GA5,1.0
153116,GA,GA,GA9,1.0
153117,GA,GA,GA9,1.0
153118,GA,GA,GA9,1.0
153119,GA,GA,GA9,1.0
153721,GA,GA,MGB,1.0
154059,GA,GA,GA2,1.0
154060,GA,GA,GA2,1.0
154061,GA,GA,GPF,1.0
154099,GA,GA,GA2,1.0
154100,GA,GA,GA5,1.0
155084,GA,GA,GA8,1.0
155085,GA,GA,GA8,1.0
155086,GA,GA,GA7,1.0
155094,GA,GA,GA7,1.0
155097,GA,GA,GA7,1.0
155108,GA,GA,GA7,1.0
155111,GA,GA,GA7,1.0
155112,GA,GA,GA2,1.0
155113,GA,GA,GA7,1.0
155114,GA,GA,GA7,1.0
155435,GA,GA,GPF,1.0
155436,GA,GA,GPF,1.0
160000,GA,GA,GPF,1.0
167534,GA,GA,GA2,1.0
167695,GA,GA,MGB,1.0
167696,GA,GA,MGB,1.0
167802,GA,GA,GA2,1.0
167803,GA,GA,GA2,1.0
168022,GA,GA,GA2,1.0
168023,GA,GA,GA2,1.0
168024,GA,GA,GA7,1.0
168025,GA,GA,GA7,1.0
168040,GA,GA,GA9,1.0
168041,GA,GA,GA9,1.0
168042,GA,GA,GA9,1.0
169260,GA,GA,GA2,1.0
176049,GA,GA,GA2,1.0
177716,GA,GA,GA9,1.0
177717,GA,GA,GA9,1.0
177718,GA,GA,GA9,1.0
